Paper Name,Paper Author,Paper Key Words,Issue Date
"Elections, Capital Flows, and Politico-economic Equilibria",Roberto Chang,"D72 Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior;F34 International Lending and Debt Problems;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;O19 International Linkages to Development; Role of International Organizations","September 2010 (Vol. 100, No.4 )"
Preemption Games: Theory and Experiment,Steven T. Anderson;Daniel Friedman;Ryan Oprea,C73 Stochastic and Dynamic Games; Evolutionary Games; Repeated Games;D44 Auctions;D82 Asymmetric and Private Information;G31 Capital Budgeting; Fixed Investment and Inventory Studies; Capacity,"September 2010 (Vol. 100, No.4 )"
Watta Satta: Bride Exchange and Women's Welfare in Rural Pakistan,Hanan G. Jacoby;Ghazala Mansuri,"J12 Marriage; Marital Dissolution; Family Structure; Domestic Abuse;J16 Economics of Gender; Non-labor Discrimination;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration;O18 Economic Development: Regional, Urban, and Rural Analyses; Transportation;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification","September 2010 (Vol. 100, No.4 )"
Self-Interest through Delegation: An Additional Rationale for the Principal-Agent Relationship,John R. Hamman;George Loewenstein;Roberto A. Weber,D82 Asymmetric and Private Information,"September 2010 (Vol. 100, No.4 )"
The Gender Wage Gap and Domestic Violence,Anna Aizer,D13 Household Production and Intrahousehold Allocation;I12 Health Production;J16 Economics of Gender; Non-labor Discrimination;J23 Labor Demand;J31 Wage Level and Structure; Wage Differentials,"September 2010 (Vol. 100, No.4 )"
Constrained School Choice: An Experimental Study,Caterina Calsamiglia;Guillaume Haeringer;Flip Klijn,D82 Asymmetric and Private Information;I21 Analysis of Education,"September 2010 (Vol. 100, No.4 )"
Financing Development: The Role of Information Costs,Jeremy Greenwood;Juan M. Sanchez;Cheng Wang,"G21 Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages;G31 Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;O16 Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;O33 Technological Change: Choices and Consequences; Diffusion Processes;O41 One, Two, and Multisector Growth Models","September 2010 (Vol. 100, No.4 )"
Efficiency Gains from Team-Based CoordinationLarge-Scale Experimental Evidence,Francesco Feri;Bernd Irlenbusch;Matthias Sutter,"C71 Cooperative Games;C91 Design of Experiments: Laboratory, Individual;D23 Organizational Behavior; Transaction Costs; Property Rights;D83 Search; Learning; Information and Knowledge; Communication; Belief;M54 Personnel Economics: Labor Management","September 2010 (Vol. 100, No.4 )"
Social Identity and Preferences,Daniel J. Benjamin;James J. Choi;A. Joshua Strickland,D81 Criteria for Decision-Making under Risk and Uncertainty;J15 Economics of Minorities and Races; Non-labor Discrimination;J16 Economics of Gender; Non-labor Discrimination;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification,"September 2010 (Vol. 100, No.4 )"
Bidding with Securities: Comment,Yeon-Koo Che;Jinwoo Kim,D44 Auctions,"September 2010 (Vol. 100, No.4 )"
Beyond Markets and States: Polycentric Governance of Complex Economic Systems,Elinor Ostrom,B31 History of Economic Thought: Individuals;D01 Microeconomic Behavior: Underlying Principles;H41 Public Goods;O10 Economic Development: General;Q21 Renewable Resources and Conservation: Demand and Supply (the Commons),"June 2010 (Vol. 100, No.3 )"
Transaction Cost Economics: The Natural Progression,Oliver E. Williamson,D21 Firm Behavior: Theory;D23 Organizational Behavior; Transaction Costs; Property Rights,"June 2010 (Vol. 100, No.3 )"
Product Creation and Destruction: Evidence and Price Implications,Christian Broda;David E. Weinstein,"E31 Price Level; Inflation; Deflation;E32 Business Fluctuations; Cycles;L11 Production, Pricing, and Market Structure; Size Distribution of Firms;O31 Innovation and Invention: Processes and Incentives","June 2010 (Vol. 100, No.3 )"
A Study of the Internal Organization of a Bidding Cartel,John Asker,D43 Market Structure and Pricing: Oligopoly and Other Forms of Market Imperfection;D44 Auctions;L12 Monopoly; Monopolization Strategies,"June 2010 (Vol. 100, No.3 )"
The Macroeconomic Effects of Tax Changes: Estimates Based on a New Measure of Fiscal Shocks,Christina D. Romer;David H. Romer,"E32 Business Fluctuations; Cycles;E62 Fiscal Policy;H20 Taxation, Subsidies, and Revenue: General;N12 Economic History: Macroeconomics; Growth and Fluctuations: U.S.; Canada: 1913-","June 2010 (Vol. 100, No.3 )"
Bargaining with Arrival of New Traders,William Fuchs;Andrzej Skrzypacz,C78 Bargaining Theory; Matching Theory;D82 Asymmetric and Private Information,"June 2010 (Vol. 100, No.3 )"
"Emissions Trading, Electricity Restructuring, and Investment in Pollution Abatement",Meredith Fowlie,L51 Economics of Regulation;L94 Electric Utilities;L98 Industry Studies: Utilities and Transportation: Government Policy;Q53 Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling;Q58 Environmental Economics: Government Policy,"June 2010 (Vol. 100, No.3 )"
Infrequent Portfolio Decisions: A Solution to the Forward Discount Puzzle,Philippe Bacchetta;Eric van Wincoop,F31 Foreign Exchange;G11 Portfolio Choice; Investment Decisions;G15 International Financial Markets,"June 2010 (Vol. 100, No.3 )"
A New Approach to Estimating the Production Function for Housing,Dennis Epple;Brett Gordon;Holger Sieg,"C51 Model Construction and Estimation;D24 Production; Cost; Capital, Total Factor, and Multifactor Productivity; Capacity;R11 Regional Economic Activity: Growth, Development, and Changes;R31 Housing Supply and Markets","June 2010 (Vol. 100, No.3 )"
Technology Adoption with Exit in Imperfectly Informed Equity Markets,Katrin Tinn,D82 Asymmetric and Private Information;E23 Macroeconomics: Production;G12 Asset Pricing; Trading volume; Bond Interest Rates;G31 Capital Budgeting; Fixed Investment and Inventory Studies;G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure;O33 Technological Change: Choices and Consequences; Diffusion Processes,"June 2010 (Vol. 100, No.3 )"
Is a Donor in Hand Better Than Two in the Bush? Evidence from a Natural Field Experiment,Craig E. Landry;Andreas Lange;John A. List;Michael K. Price;Nicholas G. Rupp,C93 Field Experiments;D64 Altruism;D82 Asymmetric and Private Information;H41 Public Goods;L31 Nonprofit Institutions; NGOs;Z12 Cultural Economics: Religion,"June 2010 (Vol. 100, No.3 )"
Pinocchio's Pupil: Using Eyetracking and Pupil Dilation to Understand Truth Telling and Deception in Sender-Receiver Games,Joseph Tao-yi Wang;Michael Spezio;Colin F. Camerer,"C72 Noncooperative Games;C91 Design of Experiments: Laboratory, Individual;D82 Asymmetric and Private Information;Z13 Economic Sociology; Economic Anthropology; Social and Economic Stratification","June 2010 (Vol. 100, No.3 )"
Trade Shocks and Labor Adjustment: A Structural Empirical Approach,Erhan Artu;Shubham Chaudhuri;John McLaren,E24 Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital;F13 Trade Policy; International Trade Organizations;F16 Trade and Labor Market Interactions,"June 2010 (Vol. 100, No.3 )"
Investment and Usage of New Technologies: Evidence from a Shared ATM Network,Stijn Ferrari;Frank Verboven;Hans Degryse,G21 Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages;G31 Capital Budgeting; Fixed Investment and Inventory Studies;O33 Technological Change: Choices and Consequences; Diffusion Processes,"June 2010 (Vol. 100, No.3 )"
Intertemporal Consumption and Credit Constraints: Does Total Expenditure Respond to an Exogenous Shock to Credit?,Sren Leth-Petersen,D14 Personal Finance;D91 Intertemporal Consumer Choice; Life Cycle Models and Saving;E21 Macroeconomics: Consumption; Saving; Wealth,"June 2010 (Vol. 100, No.3 )"
A Theory of Optimal Random Crackdowns,Jan Eeckhout;Nicola Persico;Petra E. Todd,"K42 Illegal Behavior and the Enforcement of Law;R41 Transportation: Demand, Supply, and Congestion; Safety and Accidents; Transportation Noise","June 2010 (Vol. 100, No.3 )"
Peddling Influence through Intermediaries,Wei Li,D82 Asymmetric and Private Information;D83 Search; Learning; Information and Knowledge; Communication; Belief,"June 2010 (Vol. 100, No.3 )"
The Burden of the Nondiversifiable Risk of Entrepreneurship,Robert E. Hall;Susan E. Woodward,G24 Investment Banking; Venture Capital; Brokerage; Ratings and Ratings Agencies;G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure;L26 Entrepreneurship;M13 New Firms; Startups,"June 2010 (Vol. 100, No.3 )"
What Causes Industry Agglomeration? Evidence from Coagglomeration Patterns,Glenn Ellison;Edward L. Glaeser;William R. Kerr,"L14 Transactional Relationships; Contracts and Reputation; Networks;L60 Industry Studies: Manufacturing: General;O33 Technological Change: Choices and Consequences; Diffusion Processes;R23 Urban, Rural, and Regional Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics;R32 Other Production and Pricing Analysis","June 2010 (Vol. 100, No.3 )"
Specific Capital and Vintage Effects on the Dynamics of Unemployment and Vacancies,Burcu Eyigungor,"E24 Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital;E32 Business Fluctuations; Cycles;J24 Human Capital; Skills; Occupational Choice; Labor Productivity;J41 Labor Contracts;J63 Labor Turnover; Vacancies; Layoffs;J64 Unemployment: Models, Duration, Incidence, and Job Search","June 2010 (Vol. 100, No.3 )"
Are Risk Aversion and Impatience Related to Cognitive Ability?,Thomas Dohmen;Armin Falk;David Huffman;Uwe Sunde,D12 Consumer Economics: Empirical Analysis;D81 Criteria for Decision-Making under Risk and Uncertainty,"June 2010 (Vol. 100, No.3 )"
Policy Reversal,Espen R. Moen;Christian Riis,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior;D82 Asymmetric and Private Information","June 2010 (Vol. 100, No.3 )"
Vertical Relationships and Competition in Retail Gasoline Markets: Empirical Evidence from Contract Changes in Southern California: Comment,Christopher T. Taylor;Nicholas M. Kreisle;Paul R. Zimmerman,"L13 Oligopoly and Other Imperfect Markets;L22 Firm Organization and Market Structure;L42 Vertical Restraints; Resale Price Maintenance; Quantity Discounts;L71 Mining, Extraction, and Refining: Hydrocarbon Fuels;L81 Retail and Wholesale Trade; e-Commerce","June 2010 (Vol. 100, No.3 )"
Vertical Relationships and Competition in Retail Gasoline Markets: Empirical Evidence from Contract Changes in Southern California: Reply,Justine Hastings,"L13 Oligopoly and Other Imperfect Markets;L22 Firm Organization and Market Structure;L42 Vertical Restraints; Resale Price Maintenance; Quantity Discounts;L71 Mining, Extraction, and Refining: Hydrocarbon Fuels;L81 Retail and Wholesale Trade; e-Commerce","June 2010 (Vol. 100, No.3 )"
Antidumping Investigations and the Pass-Through of Antidumping Duties and Exchange Rates: Comment,Brian D. Kelly,F13 Trade Policy; International Trade Organizations;F14 Country and Industry Studies of Trade;F23 Multinational Firms; International Business;F31 Foreign Exchange,"June 2010 (Vol. 100, No.3 )"
Antidumping Investigations and the Pass-Through of Antidumping Duties and Exchange Rates: Reply,Bruce A. Blonigen;Stephen E. Haynes,F13 Trade Policy; International Trade Organizations;F14 Country and Industry Studies of Trade;F23 Multinational Firms; International Business;F31 Foreign Exchange,"June 2010 (Vol. 100, No.3 )"
"Price Indexes, Inequality, and the Measurement of World Poverty",Angus Deaton,"C43 Index Numbers and Aggregation; leading indicators;D31 Personal Income, Wealth, and Their Distributions;F31 Foreign Exchange;I31 General Welfare;I32 Measurement and Analysis of Poverty","March 2010 (Vol. 100, No.1 )"
Learning about a New Technology: Pineapple in Ghana,Timothy G. Conley;Christopher R. Udry,D83 Search; Learning; Information and Knowledge; Communication; Belief;O13 Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products;O33 Technological Change: Choices and Consequences; Diffusion Processes;Q16 Agricultural R&D; Agricultural Technology; Agricultural Extension Services,"March 2010 (Vol. 100, No.1 )"
Multiple-Product Firms and Product Switching,Andrew B. Bernard;Stephen J. Redding;Peter K. Schott,"L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L21 Business Objectives of the Firm;L25 Firm Performance: Size, Diversification, and Scope;L60 Industry Studies: Manufacturing: General","March 2010 (Vol. 100, No.1 )"
"""Momma's Got the Pill"": How Anthony Comstock and Griswold v. Connecticut Shaped US Childbearing",Martha J. Bailey,"J12 Marriage; Marital Dissolution; Family Structure; Domestic Abuse;J13 Fertility; Family Planning; Child Care; Children; Youth;K10 Basic Areas of Law: General (Constitutional Law);N31 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, and Religion: U.S.; Canada: Pre-1913;N32 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, and Religion: U.S.; Canada: 1913-","March 2010 (Vol. 100, No.1 )"
Matching and Sorting in Online Dating,Gunter J. Hitsch;Ali Hortasu;Dan Ariely,C78 Bargaining Theory; Matching Theory;J12 Marriage; Marital Dissolution; Family Structure; Domestic Abuse,"March 2010 (Vol. 100, No.1 )"
"Entry, Exit, and Investment-Specific Technical Change",Roberto M. Samaniego,"G31 Capital Budgeting; Fixed Investment and Inventory Studies;L11 Production, Pricing, and Market Structure; Size Distribution of Firms;O31 Innovation and Invention: Processes and Incentives;O33 Technological Change: Choices and Consequences; Diffusion Processes","March 2010 (Vol. 100, No.1 )"
Patient Cost-Sharing and Hospitalization Offsets in the Elderly,Amitabh Chandra;Jonathan Gruber;Robin McKnight,G22 Insurance; Insurance Companies;I12 Health Production;I18 Health: Government Policy; Regulation; Public Health;J14 Economics of the Elderly; Economics of the Handicapped; Non-labor Market Discrimination,"March 2010 (Vol. 100, No.1 )"
Contractibility and the Design of Research Agreements,Josh Lerner;Ulrike Malmendier,D86 Economics of Contract: Theory;L65 Chemicals; Rubber; Drugs; Biotechnology;O31 Innovation and Invention: Processes and Incentives;O34 Intellectual Property Rights,"March 2010 (Vol. 100, No.1 )"
Multinationals and Anti-sweatshop Activism,Ann Harrison;Jason Scorse,F23 Multinational Firms; International Business;J31 Wage Level and Structure; Wage Differentials;J81 Labor Standards: Working Conditions;L67 Other Consumer Nondurables;O14 Industrialization; Manufacturing and Service Industries; Choice of Technology;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration,"March 2010 (Vol. 100, No.1 )"
